AYPY,POM,杰克逊斯机场,147.218,-9.442,PG,巴布亚新几内亚,,,,,,
ZUTR,TEN,铜仁/大兴*,109.308,27.883,CN,中国,铜仁/大兴机场地处丘陵地带，机场地势较高，除跑道西南端有一些山头外周围地势均较低，净空较好。春季主要受太平洋付高西伸脊边缘和东南气流的影响，所以水汽比较充沛，降雨频繁。夏季月平均降雨日数达十八天之多，月降雨量在200毫米以上。冬季主要受西风带气流和东北方南下的冷平流影响。从东东北风和东风占整个风向的54%。春秋两季是属上述两大系统的过渡阶段，气象要素变化特大，气流极不稳定，表现在大兴机场元月份有雷暴，二月份出现冰雹就是例证。,,,,,
ZUUU,CTU,成都/双流,103.947,30.578,CN,中国,本机场045度-180度方向有龙泉驿山脉，走向030度-210度，距机场最近距离约30千米，机场西北侧为山区，半径50千米左右接近山区边缘。春季（3-5月）：大雾日数逐渐减少，消散时间提前，地面大风（主要受冷锋南下影响）一般在6-10米/秒。低于150米的低云日数不多，月平均为0.3日。初雷开始于春季，主要在4月份。夏季（6-9月）：能见度好。多短时雷雨阵风。此季是雷暴最盛季节，占全年雷暴平均日数的74.3%，以夜雷暴为主，占69.1%;；降水量占年平均总降水量的64%。秋季（10--11月）：能见度在10月下旬开始转差，雾日也随之增加，占年平均的24.2%.冬季（12-2月）：雾盛行季节，占年总雾的55.2%，影响飞行，有时下午突然出现低能见度（1-1.5KM）的现象对飞机着陆威胁最大。偶尔霜冻，影响停场飞机。总之，双流机场在一年四季里，春秋两季对飞行最有利夏季的雷暴，冬季的雾对飞行活动影响较大。,,,,,
ZUWX,WXN,万州/五桥,108.433,30.802,CN,中国,本场位于重庆市万州区长江南岸与五桥河之间，南岸的五桥石人乡白羊村与翠屏村连成一小分水岭，海拔高一般在500-650米之间。背靠尖山子（海拔640.10米），地形较为复杂，落差较大。全年多阴天气，冬春季多层积云，夏季多对流云，多雷雨，闷热，最高气温可达39.1摄氏度。雾与低云：雾一般在午夜生成，日出后增浓，10-11时逐渐消散。全年能见度小于1000米的天数大约8天，降水时多低云，云底高100米至200米左右。雷电出现在三至九月，出现时间一般是午后至傍晚。全年以东北风为主，年平均风速为3米/秒，雷电时，风速有时可达7-10米/秒。,,,,,
ZUXC,XIC,西昌青山机场,102.185,27.988,CN,中国,本机场位于两侧高山的安宁河谷内，南面较开阔，北面较狭窄，河谷平均宽度5千米，两侧山脉呈南北走向与跑道平行。毗邻机场的山脉，西边较高，东边较低，半径50千米内最高山峰4393米。本机场气象特征主要分风季和雨季，表现为冬暖夏凉，能见度一般大于10千米。风季（12？4月）早晚多偏北大风，一般风向为350°平均风速8米/秒，最大风速25米/秒，午后多偏南风，一般风向为160°，平均风速10米/秒以上，最大风速20米/秒，有时伴有扬沙和沙暴影响能见度。此季节空气特别干燥相对湿度有时达10%左右，一般为晴朗天气，偶尔产生低云雷暴和雨雪。雨季（5？11月）雨水较多，集中在六至九月份。出现层积云影响飞行，尤其五、六、十月较为突出。七、八、九月份三个月多出现对流云和雷暴，尤以午后至傍晚最盛，雷雨后多出现晴朗天气。,,,,,
ZUYB,YBP,宜宾/菜坝,104.545,28.8,CN,中国,机场位于四川盆地边缘，川南大丘陵之中，地形平坦，南侧紧靠山脚，四周为山环绕。岷江由西北方向流来，绕机场北侧至宜宾市与西南方向流来的金沙江汇合成长江，向东流去。1、本机场常年主风方向为西北风，其次是偏东风，平均风速为1？3米/秒。七、八月份偶有17米/秒大风。2、本地区以八月份最热，平均气温达40°C，一月份最冷，平均气温4.5°C。极端气温零下1°C。3、大雾（能见度小于1千米）生消规律：冬季06：00生，10：30消，夏季07：30生，08：30消，平均全年能见度小于4千米天数有123天。4、全年平均降水量1052.7毫米，年最大降水量1499.9毫米，降水期以五至九月最多。,,,,,
ZUYI,ACX,兴义,104.96,25.087,CN,中国,机场位于云贵高原向广西低山丘陵过渡地带，地形南北高，中部低，东西两侧低，地势开阔，呈缓丘状起伏，地形坡度一般为3°？5°。黔西南州地处贵州省西南部的丘陵地区，属中亚热带季风湿润气候区，暴雨主要集中在夏季，春季次之，低能见度天气多在冬季出现。春季(3？5月）：天气晴、雨变化无常，常出现伴有大风、雷雨、冰雹的天气过程。冰雹危害大，飞机及地面设施要注意防护。本季多冰雹，最多出现在3月和5月。3月？4月多低能见度天气。夏季（6？8月）：雷阵雨多，降雨量占全年的一半，造成道面积水。雷雨对飞行有影响。当高压脊延伸控制时，可出现少云天气。秋季（9？10月）：多雨天，降雨量占全年的23%。10月下旬后，云贵准静止锋开始建立，多阴雨天气。冬季（11？次年2月）：受云贵准静止锋影响，多低云、低能见度天气，降雨量少。低能见度多发生于头年12月和次年1、2月份，多于上午消散，对飞行有影响。冬季气温年均在0℃以上，偶有冻雨出现。云中飞行有低到中度结冰，对飞行影响较大。,,,,,
ZUZH,PZI,攀枝花/保安营机场*,101.798,26.54,CN,中国,攀枝花机场位于我国西南部地区，群山连绵、地形复杂，且标高、气温较高，是典型的高原、高温、山区机场。机场位于一连续山顶上，跑道两端净空较好。,,,,,
ZUZY,ZYI,遵义/新舟,107.001,27.589,CN,中国,,,,,,
ZWAK,AKU,阿克苏/温宿,80.285,41.26,CN,中国,本机场位于塔里木盆地北沿、天山南麓，为天然戈壁滩。自西南（206）至（86）度，20千米外为山区，其它方向地势平坦，机场北2千米处有乌？喀公路通过，西和西南为库马里西克河及阿克苏河。机场区域内飞行安全高度为3600米。气候干燥，降水稀少，多晴好少云天气，春季多风沙浮尘，影响飞行活动。春季（3？5月）：为风沙浮尘季节，多恶劣能见度，一是倒灌回流的东风引起的浮尘天气，一次过程可维持数日至十几日，一是三月中旬至四月中旬之间偏西大风引起的风沙，每年一般有2？？3次，最大风速可达40米/秒，最长维持时间可达17个小时。夏季（6？8月）：气候炎热，最高气温40°C以上，午后至傍晚多阵性天气，有时伴随积雨云有西北大风，短时有风沙、雷暴、阵雨、冰雹等天气出现。秋季（9？11月）：秋高气爽，能见度好，但有较强冷空气活动时，有风沙浮尘天气。冬季（12？2月）：多晴好天气，风力微弱，能见度好，最少低温度零下30°C，是一年中飞行的最好季节。,,,,,
ZWAT,AAT,阿勒泰,88.083,47.75,CN,中国,航站区域300°？180°为山区，净空条件差，机场跑道南侧和西端地势开阔，净空条件良好。航站区域内的飞行安全高度为3669米。机场处于新疆最北部阿勒泰山南侧，寒暑悬殊，冬季多大雪。春季（3？5月）升温快，昼夜温差大，偶有辐射雾，冷空气活动频繁，有偏西大风，最大风速达33米/秒。夏季（6月？8月）少酷暑，降水多，午后至傍晚多对流性天气，发展较强时常引起雷雨、阵风，瞬间极大风速可达30米/秒。秋季（9？11月）秋高气爽，天气晴好但初雪较早，雪后有时产生低云和雾。冬季（12？2月）漫长严寒，多寒潮，多低云、雾和降雪，平均风速小，积雪深厚。,,,,,
ZWKC,KCA,库车,82.987,41.718,CN,中国,机场位于库车城东，北倚天山，250°？070°（20千米以外）为山区。070°？250°地势平坦，跑道东端有河床，南侧约100米有国道314公路。航站区域内的飞行安全高度为3050米。机场位于南疆天山中部南侧，塔里木盆地北缘，干燥少雨（雪），春季多风沙、浮尘。春季（3？5月）多风沙、浮尘，能见度恶劣。大风多为倒灌回流的东风和翻越天山的偏北风，偏北风最大风速可达21.7米/秒以上。夏季（6？8月）气候干热，最高温度曾达38.7度，午后至次日清晨天山山区常有对流云系发展，积雨云发展旺盛时，常伴有雷暴、阵雨，有时出现冰雹。秋季（9？11月）天气晴好，但有较强冷空气活动时，由风沙、浮尘天气。冬季（12？2月）晴天少云，风力弱，偶有微雪，降水量全年最小，雪后有时出现低云或短时雾。,,,,,
ZWKL,KRL,库尔勒,86.133,41.692,CN,中国,本机场位于天山南麓，塔里木盆地北沿，自300°至100°方向为山区，离天山最近处约10千米，其他方向地势较平坦。50千米半径内安全高度为3980米（海压）。春季：3－5月份，影响飞行的主要是风沙、浮尘，据不完全统计，每年都有4－6次大风，最大的阵风34米/秒。南疆中部塔里木盆地利来大风沙，浮尘，使空中能见度恶劣，每次平均维持10－12天，是影响飞行的主要天气。夏季：5－8月份，高温、风大，天气变化剧烈。北部山区对流发展旺盛，伴有强烈大风，最大瞬间风速可达28米/秒。秋季：9－10月份，天气一般较好，雷雨季节已过，天气变化逐渐缓慢，是飞行的好季节。冬季：11－2月份，寒冷，雪后潮湿，大雾而有低云，与各季节相比风小，除有特别强烈寒冷空气活动，东北风稍大外，其余时间为小风。每日上午11点前由于逆温层较低，烟雾不易驱散，造成低层能见度较差，但一般不影响飞行。,,,,,
ZWKM,KRY,克拉玛依*,84.953,45.467,CN,中国,克拉玛依市处于准噶尔盆地西部边缘，西北方有玛依勒山、加依尔山、主要以沙漠戈壁为主。机场属于盆地气候夏季炎热，冬季比周围寒冷。大风多，降水少。春季：平均气温0℃？20℃，多大风天气，寒潮、霜冻、雾天气出现频繁。夏季：平均气温超过20℃，6月？8月是全年最热季节，积雨云、雷暴天气多，局地多干热风。秋季：平均气温20℃？0℃，天气晴好，气温下降，出现寒潮、雾天气，多大风。冬季：平均气温0℃以下，多降雪、阴雾天气，少大风天气。,,,,,
ZWML,MLZ,马兰机场,87.217,42.167,CN,中国,,,,,,
ZWSH,KHG,喀什,76.02,39.542,CN,中国,机场位于塔里木盆地西部边缘，三面环山，西部距山较近约7千米，北部约10.5千米，东部为开阔地带，机场周围目标明显易见，南面距机场约7千米处有吐曼河，自西向东穿城流过，西面有喀？乌公路垂直跑道，距跑道端900米处通过，机场区域飞行安全高度为3670米。气候干燥，降水稀少，春季多风沙、浮尘，夏季多对流伴阵风天气，秋高气爽，冬无严寒。春季（3？5月）：为风沙、浮尘季节，多恶劣低能见度，一是西北大风造成强沙尘暴天气通常风速可达8？9级；二是东灌回流形成东偏南大风，造成强浮尘天气，能见度极差，维持数日不等。夏季（6？8）：气候干热，最高温度可达37.5°C。山区午后常有积雨云发展，伴随阵风，短时影响飞行。秋季（9？10月）：秋高气爽，晴空少云，天气良好。但有较强冷空气入侵时，有短时风沙、浮尘天气。冬季（12？2月）：天气晴好，有逆温层存在，风力微弱，偶有低云，云高有时达70？80米，最低气温？14.3°C。,,,,,
ZWTL,TLQ,吐鲁番/交河,,,CN,中国,,,,,,
ZWTN,HTN,和田机场,79.865,37.038,CN,中国,机场位于塔里木盆地戈壁滩南部边缘，和田市西南12千米处。南有西北？东南走向的昆仑山脉，山脚距机场最近距离为14千米。50千米以外山高为4120米以上。其它方向地形开阔平坦，距离跑道东端6千米处有玉龙喀什河，西面距离跑道端16千米处有喀拉喀什河，地标较明显。和田机场位于塔克拉玛干沙漠南缘Ж其南面为喀喇昆仑山和昆仑山山脉Ж北侧为塔里木盆地Ж地势由南向北倾斜Ж气候干燥、降水稀少Ж春夏季多风沙、浮尘天气，秋高气爽，冬无严寒。春季（3？5月）：气温回升快，多风沙、浮尘天气，多恶劣能见度且维持时间较长，对飞行影响较大。夏季（6？8月）：气温较高，降水稀少，多风沙天气，盛夏南部山区有对流云发展，时常产生沙尘暴天气。秋季（9？11月）：秋高气爽，能见度良好，有强冷空气入侵时，会产生扬沙、浮尘天气，但强度较弱，维持时间不长。冬季（12？2月）：气温较低，逆温层稳定，极少出现风沙、浮尘天气，能见度好，为飞行的“黄金季节”。,,,,,
ZWWW,URC,乌鲁木齐地窝堡机场,87.475,43.907,CN,中国,机场位于天山北麓，自70度-280度为山区，北面和西北面为开阔地带，航站区域半径50千米内最低安全高度为3850米，半径100千米内最低安全高度为6045米。机场属于温带大陆性气候，干燥少雨，昼夜温差大。年平均气温7.9℃，7月份最热(最高温度42.1℃），1月份最冷（最低温度-32.6℃）。年平均降水量224.1mm。受地形影响，本场存在风向日变化规律，白天北风，夜间南风。大风多集中在3－5月，极端大风风向300°，风速33m/sЖ相比较东南大风持续时间较长，多颠簸。6－8月傍晚偶有积雨云依山区发展，有时伴有阵风阵雨。9－10月天气稳定。在11－3月时常出现以烟雾影响为主的低能见度天气，时间大多在后半夜至次日正午。,,,,,
ZWYN,YIN,伊宁,81.33,43.955,CN,中国,机场位于伊犁河北岸（距跑道西端8.5千米），天山山脉与婆罗科努山之间。跑道西端为开阔地带，地势较平坦，航站区域内飞行安全高度为3712米。机场地处新疆北疆西部，伊犁河北岸，气候较湿润。春季：（3－5月）冷空气活动频繁，多阴雨天气，常有偏西大风，偶有扬沙、沙尘暴天气。夏季：（6－8月）午后到傍晚多对流性天气，多积雨云，有时伴有雷暴、阵雨及阵性大风。秋季（9－10月）晴朗少云，能见度良好。冬季（11－2月）低云、雾常影响能见度。,,,,,
ZYCC,CGQ,长春/龙嘉,125.687,43.997,CN,中国,场区地处丘陵地带，地势较平坦，高障碍物很少，总体净空条件良好。1、春季：冷暖空气交汇激烈，气旋活动频繁，天气主要多表现为大风、风沙，湿度全年最小，降水比较少，降水有降雨又有降雪，有时还有雨夹雪。春末有雷暴出现。2、夏季：多受副热带高压西北的西南暖湿气流影响，气温较高，多降水，多雷暴，多低云。降水多以阵性降水为主。3、秋季：冷空气势力明显加强，南下频繁，晴天多，降温快，时有强风，降水少，但是秋末降水多为雨夹雪或雨转雪等混合性降水。4、冬季：冬季太阳辐射弱，且多受西伯利亚干冷气团控制，气温低，天气晴朗，早晚多有烟雾，时有降雪。,,,,,
ZYCY,CHG,朝阳,120.433,41.538,CN,中国,机场位于朝阳偏西南四千米处，东有南北走向陡峭的凤凰山，主峰海拔696米，东、南两侧临近大凌河，北有锦承铁路，净空不良。春季（3？5月）：干旱季节，多吹偏南大风，一般在10时后风速加大，可达10米/秒以上，大风时常伴有沙尘，使能见度不良。夏季（6？7月）：多雷雨，受地形影响，常出现在午后，雷雨到达时，常伴有大风冰雹。秋季（9？11月）：多晴天。冬季（12？2月）：多吹偏北风，9时前因受城市烟的影响，能见度较差，9时后风速逐渐增大。,,,,,
ZYDD,DDG,丹东/浪头,124.287,40.025,CN,中国,机场位于辽宁东南部Ж为丘陵地带Ж地势北高南低.东临中朝国境的鸭绿江Ж南面临海;西南有大东沟机场Ж西面11千米有铁甲水库Ж地标明显Ж可供判断机场位置.一至四月偏北风(360度-340度)Ж五月份南Ж北风各一半Ж六至九月南风为主(160度-200度)Ж十月南Ж北风各一半Ж十一月至十二月西风为主(270度-360度).最大风速Ж南风25米/秒Ж西风20米/秒Ж北风26-27米/秒.年平均气温10摄氏度左右Ж最低-23摄氏度Ж最高34摄氏度.能见度一至四月受烟影响最低小于1千米Ж低云量较多Ж最低达60米(云底高)。,,,,,
ZYDQ,DQA,大庆/萨尔图,125.138,46.752,CN,中国,,,,,,
ZYHB,HRB,哈尔滨/太平,126.248,45.623,CN,中国,本机场位于松花江畔，地势比较平坦，稍有起伏。东北25千米处为哈尔滨市高大建筑物，人工障碍物较多。1、升温快（4？5月），多大风，空气干燥；夏季较炎热，多阴雨，多雷暴，降水集中；秋季降温快，风较大，能见度较好；冬季严寒而漫长，降水少，晴天多，能见度较差。2、影响飞行的主要天气现象：春秋季平均风速较大，大风日数较多，大风风力一般为10？20米/秒，最大可达30米/秒以上，有时还伴有沙尘，夏季常出现雷暴和暴雨，有时伴有大风、冰雹、低云和低能见度天气；秋末至初春为降雪期，降雪常使能见度变坏，并常造成跑道积雪和结冰；冬季雾现象较为频繁，常影响早晚能见度。,,,,,
ZYHE,HEK,黑河,127.308,50.172,CN,中国,机场位于黑河市西南15.5千米处幸福乡稗子沟村南山上，东北临近黑龙江（中俄边界线），东南有黑大公路和北黑地方铁路，南有石金河。地势由东向西缓慢升高，机场周围地标明显易见。1.全年多吹西北风，春季有时吹西南大风，风速可达30米/秒。2.由于受地形影响，6-9月份易产生辐射雾天，多在2点形成，8点后消散。3.6-8月份为雷雨活动期，10点形成，20点消散。4.受地方性气候影响较大，冬季受西伯利亚和蒙古气团影响，天气严寒多雪。,,,,,
ZYJD,JGD,加格达奇,,,CN,中国,,,,,,
ZYJL,JIL,吉林/二台子,126.395,44.003,CN,中国,机场西北部地形较平缓Ж东南部30千米以外为山区Ж东南40千米外有松花湖;跑道南侧有铁路东西走向Ж东侧有松花江和铁路南北走向.夏季:多出现雷暴Ж以六月份最多Ж多集中在十六时.冬季:多出现烟幕和雾Ж以一月份最多Ж多集中在六至八时和十六至十八时Ж一般持续二至四个小时。,,,,,
ZYJM,JMU,佳木斯,130.463,46.842,CN,中国,机场北临松花江，西南8.5公里处有佳木斯市，机场周围地势平坦。南部 14 公里以外为丘陵山区，地表明显易见。春秋季多出现西南大风，平均3、4天一次，夏季午后多地方性雷雨，7月份最多，持续时间长。阴雨低云天气一般云高在100-200米之间。,,,,,
ZYJZ,JNZ,锦州,121.062,41.102,CN,中国,本机场位于锦州西南，南临渤海，北接渤海，西靠辽西山地和内蒙古高原，四周几乎被小山包围。春季，多大风和风沙，有时有晨烟。天气多变。夏季，多低云，雷暴和暴雨。秋季，多雾，偶有大雨和暴雨。冬季，多偏北大风，上午常受市区浓烟影响，能见度较差。,,,,,
ZYMD,MDG,牡丹江/海浪,129.568,44.525,CN,中国,机场区域内除牡丹江两岸地形较平坦外，其余为丘陵地带，东南有老爷岭，西有张广才岭；机场东南30KM处有天岭，山高1117米（海压下同）；西北90KM，山高1255米；西80KM、山高1349米、为本区域内的最高障碍物。本区内最明显的线状地标牡丹江；自西南向东北，通过整个机场区域，其次牡佳、牡图铁路，自东北向西南；滨绥铁路自西向东，两线与牡丹江市交叉，线状地标比较显著，牡丹江市、海林、宁安、东京城等，西南还有镜泊湖，群山环绕，为点状地标，空中易识别。本场为大陆性气候，四季分明，春季3-5月份多风，均为南西风，风速最大23米/秒；秋季多北西风，风速较小，12-2月份多雾，有时东北风受城市烟影响，能见度较差，雨季（雷雨）集中在6-8月份，雨量正常，9-11月份秋高气爽，是飞行的黄金季节，本场年最高气温（7月下旬-8月上旬）35摄氏度最低气温（1月份）零下30摄氏度。,,,,,
ZYQQ,NDG,齐齐哈尔/三家子,123.917,47.24,CN,中国,本机场位于嫩江中游松嫩平原，嫩江由北向南纵贯整个区域，支流很多。三、四、五月份为大风季节，西北大风最多，西南大风次之，特别是四月份出现的次数最多，最大风速可达26米/秒。六、七、八月份为雷雨季节，出现时间多在上午11时到次日夜间02时，多出现于西南方向，有时伴有大风、阵风，风速可达25米/秒。十一月份至次年二月受城市烟尘、降雪的影响，能见度较差。,,,,,
ZYTL,DLC,大连/周水子,121.538,38.965,CN,中国,本机场位于大连市火车站西北，东临长大铁路和大连湾，西、北、南三面环山的盆地中，地标明显易见。大连机场地处暖温带北部，属湿润性季风气候，兼有海洋性气候特点。春季天气系统移动较快，多偏西南大风，阵风可达17米/秒，雷雨天气开始出现，多平流雾，有时有浮尘出现。夏季多系统性和地方性雷雨天气，多发生在午后及夜间。秋季天气良好，晴天日数增多，对流性天气减少。冬季多偏北大风，多晴天，有冷性低云和阵雪，秋末冬初和冬末春初有冻降水。,,,,,
ZYTX,SHE,沈阳/桃仙,123.482,41.64,CN,中国,机场位于下辽河平原和辽东丘陵的过渡地带属岗丘地带，地势较高，自然海拔48-85米，东北高西南低、坡度缓。1、十月至三月份盛行偏北风，偶伴有大风及风沙，最大风速达28米/秒；四至九月份盛行偏南风。尤其四至五月多偏南大风。有时伴有扬沙，岁大风速达30米/秒。2、十二月至二月多烟幕，通常多在早晨四时出现，十时消散。3、全年降水多集中在六月至九月份，有时出现雷雨，出现时间多在十四时以后至日落，六月份雷暴也较多。,,,,,
ZYYJ,YNJ,延吉/朝阳川,129.45,42.882,CN,中国,本机场处于四周环山的小盆地里Ж北临布尔哈通河和长图铁路Ж东有图门江Ж点线状地标明显易见.春季：雨量增多，初春有雨加雪，东西风交替，偶有偏西大风。夏季：多平流低云，雷暴，降水和偏东风，降水集中在夏季，雷暴为主要天气。秋季：晴好天气增多，微风少云，多晨雾为主要特征。冬季：晴天过半早晚常有烟，偏西风较大，降雪集中于本季，烟是本地的主要特征。,,,,,
ZWHM,HMI,哈密机场,93.656,42.843,CN,中国,,,,,,
